,Species,Age,Length
1454,Melanogrammus aeglefinus,3,335.5273159
1455,Melanogrammus aeglefinus,4,359.4255319
1456,Melanogrammus aeglefinus,5,379.6690519
1457,Melanogrammus aeglefinus,6,399.1428571
1458,Melanogrammus aeglefinus,7,389.0625
1459,Melanogrammus aeglefinus,8,470.8888889
1460,Melanogrammus aeglefinus,9,482.75
1461,Melanogrammus aeglefinus,10,450
1462,Melanogrammus aeglefinus,11,443.6666667
1463,Melanogrammus aeglefinus,12,385
1464,Melanogrammus aeglefinus,1,187.3339071
1465,Melanogrammus aeglefinus,2,271.6080537
1466,Melanogrammus aeglefinus,3,337.6306306
1467,Melanogrammus aeglefinus,4,369.0927835
1468,Melanogrammus aeglefinus,5,379.2637363
1469,Melanogrammus aeglefinus,6,395.7065421
1470,Melanogrammus aeglefinus,7,457.2857143
1471,Melanogrammus aeglefinus,8,450
1472,Melanogrammus aeglefinus,9,425
1473,Melanogrammus aeglefinus,11,570
1474,Melanogrammus aeglefinus,12,555.7142857
1475,Melanogrammus aeglefinus,1,187.497449
1476,Melanogrammus aeglefinus,2,286.8172691
1477,Melanogrammus aeglefinus,3,328.0347293
1478,Melanogrammus aeglefinus,4,384.8411215
1479,Melanogrammus aeglefinus,5,405.7012987
1480,Melanogrammus aeglefinus,6,397.9685535
1481,Melanogrammus aeglefinus,7,442.9811321
1482,Melanogrammus aeglefinus,8,456.6666667
1483,Melanogrammus aeglefinus,9,600
1484,Melanogrammus aeglefinus,10,640
1485,Melanogrammus aeglefinus,12,400
1486,Melanogrammus aeglefinus,13,550
1487,Melanogrammus aeglefinus,1,186.5645995
1488,Melanogrammus aeglefinus,2,281.5320856
1489,Melanogrammus aeglefinus,3,343.230303
1490,Melanogrammus aeglefinus,4,382.061309
1491,Melanogrammus aeglefinus,5,415.4555556
1492,Melanogrammus aeglefinus,6,436.0227273
1493,Melanogrammus aeglefinus,7,428.8275862
1494,Melanogrammus aeglefinus,8,443.6370968
1495,Melanogrammus aeglefinus,9,514.8
1496,Melanogrammus aeglefinus,10,600
1497,Melanogrammus aeglefinus,12,620
1498,Melanogrammus aeglefinus,14,640
1499,Melanogrammus aeglefinus,1,189.1644518
1500,Melanogrammus aeglefinus,2,290.71875
1501,Melanogrammus aeglefinus,3,363.5619469
1502,Melanogrammus aeglefinus,4,379.8978328
1503,Melanogrammus aeglefinus,5,403.6626506
1504,Melanogrammus aeglefinus,6,436
1505,Melanogrammus aeglefinus,7,428.452381
1506,Melanogrammus aeglefinus,8,419.8
1507,Melanogrammus aeglefinus,9,447.2884615
1508,Melanogrammus aeglefinus,10,580
1509,Melanogrammus aeglefinus,11,636.6666667
1510,Melanogrammus aeglefinus,1,179.2466823
1511,Melanogrammus aeglefinus,2,286.241774
1512,Melanogrammus aeglefinus,3,357.547421
1513,Melanogrammus aeglefinus,4,400.505814
1514,Melanogrammus aeglefinus,5,412.9783394
1515,Melanogrammus aeglefinus,6,418.425
1516,Melanogrammus aeglefinus,7,431.0277778
1517,Melanogrammus aeglefinus,8,424.9047619
1518,Melanogrammus aeglefinus,9,414.0909091
1519,Melanogrammus aeglefinus,10,466.9411765
1520,Melanogrammus aeglefinus,12,790
1521,Melanogrammus aeglefinus,14,630
1522,Melanogrammus aeglefinus,1,175.6264822
1523,Melanogrammus aeglefinus,2,287.3496503
1524,Melanogrammus aeglefinus,3,364.652439
1525,Melanogrammus aeglefinus,4,408.7103175
1526,Melanogrammus aeglefinus,5,427.4857143
1527,Melanogrammus aeglefinus,6,452.9642857
1528,Melanogrammus aeglefinus,7,446.2431193
1529,Melanogrammus aeglefinus,8,445.8333333
1530,Melanogrammus aeglefinus,9,483.3333333
1531,Melanogrammus aeglefinus,10,483.3333333
1532,Melanogrammus aeglefinus,11,542
1533,Melanogrammus aeglefinus,12,660
1534,Melanogrammus aeglefinus,17,760
1535,Melanogrammus aeglefinus,1,182.518285
1536,Melanogrammus aeglefinus,2,277.7424623
1537,Melanogrammus aeglefinus,3,356.8416347
1538,Melanogrammus aeglefinus,4,421.974359
1539,Melanogrammus aeglefinus,5,455.9477612
1540,Melanogrammus aeglefinus,6,487
1541,Melanogrammus aeglefinus,7,466.2195122
1542,Melanogrammus aeglefinus,8,455.3978495
1543,Melanogrammus aeglefinus,9,477.75
1544,Melanogrammus aeglefinus,10,570
1545,Melanogrammus aeglefinus,12,590
1546,Melanogrammus aeglefinus,1,179.4065934
1547,Melanogrammus aeglefinus,2,282.7161677
1548,Melanogrammus aeglefinus,3,345.8471429
1549,Melanogrammus aeglefinus,4,384.5957179
1550,Melanogrammus aeglefinus,5,451.7959184
1551,Melanogrammus aeglefinus,6,456.6666667
1552,Melanogrammus aeglefinus,7,528.75
1553,Melanogrammus aeglefinus,8,557.5
1554,Melanogrammus aeglefinus,9,460.8205128
1555,Melanogrammus aeglefinus,10,570
1556,Melanogrammus aeglefinus,1,175.4786096
1557,Melanogrammus aeglefinus,2,284.4266212
1558,Melanogrammus aeglefinus,3,344.8618063
1559,Melanogrammus aeglefinus,4,386.609375
1560,Melanogrammus aeglefinus,5,398.5563549
1561,Melanogrammus aeglefinus,6,445.7826087
1562,Melanogrammus aeglefinus,7,459.1428571
1563,Melanogrammus aeglefinus,8,580
1564,Melanogrammus aeglefinus,9,380
1565,Melanogrammus aeglefinus,10,450
1566,Melanogrammus aeglefinus,1,182.4025086
1567,Melanogrammus aeglefinus,2,278.9610895
1568,Melanogrammus aeglefinus,3,350.1105991
1569,Melanogrammus aeglefinus,4,373.3347732
1570,Melanogrammus aeglefinus,5,412.3893805
1571,Melanogrammus aeglefinus,6,398.3448276
1572,Melanogrammus aeglefinus,7,577.75
1573,Melanogrammus aeglefinus,8,505
1574,Melanogrammus aeglefinus,9,390
1575,Melanogrammus aeglefinus,10,570
1576,Melanogrammus aeglefinus,11,410
1577,Melanogrammus aeglefinus,1,175.0032976
1578,Melanogrammus aeglefinus,2,288.1619718
1579,Melanogrammus aeglefinus,3,354.1794872
1580,Melanogrammus aeglefinus,4,366.4723404
1581,Melanogrammus aeglefinus,5,379.7443366
1582,Melanogrammus aeglefinus,6,407.4861111
1583,Melanogrammus aeglefinus,7,407.1885246
1584,Melanogrammus aeglefinus,8,425.2
1585,Melanogrammus aeglefinus,9,495
1586,Merlangius merlangus,1,176.0328283
1587,Merlangius merlangus,2,237.3080016
1588,Merlangius merlangus,3,302.696477
1589,Merlangius merlangus,4,345.3623188
1590,Merlangius merlangus,5,356.6666667
1591,Merlangius merlangus,6,346.2765957
1592,Merlangius merlangus,7,360
1593,Merlangius merlangus,8,360
1594,Merlangius merlangus,9,315
1595,Merlangius merlangus,10,342
1596,Merlangius merlangus,11,340
1597,Merlangius merlangus,1,172.4862155
1598,Merlangius merlangus,2,252.2441195
1599,Merlangius merlangus,3,296.4321608
1600,Merlangius merlangus,4,343.2214765
1601,Merlangius merlangus,5,353.5185185
1602,Merlangius merlangus,6,370.6796117
1603,Merlangius merlangus,7,354.5238095
1604,Merlangius merlangus,8,368.2142857
1605,Merlangius merlangus,9,398.9473684
1606,Merlangius merlangus,10,416
1607,Merlangius merlangus,11,443.3333333
1608,Merlangius merlangus,12,430
1609,Merlangius merlangus,14,500
1610,Merlangius merlangus,1,178.053528
1611,Merlangius merlangus,2,246.0817308
1612,Merlangius merlangus,3,306.2174721
1613,Merlangius merlangus,4,322.189781
1614,Merlangius merlangus,5,358.3802817
1615,Merlangius merlangus,6,406.1111111
1616,Merlangius merlangus,7,364.375
1617,Merlangius merlangus,9,340
1618,Merlangius merlangus,1,165.2450267
1619,Merlangius merlangus,2,246.6966398
1620,Merlangius merlangus,3,311.2306843
1621,Merlangius merlangus,4,354.0615836
1622,Merlangius merlangus,5,378.7352941
1623,Merlangius merlangus,6,434.0196078
1624,Merlangius merlangus,7,452.5
1625,Merlangius merlangus,8,449.5238095
1626,Merlangius merlangus,9,456.6666667
1627,Merlangius merlangus,10,540
1628,Merlangius merlangus,11,545
1629,Merlangius merlangus,1,171.6985646
1630,Merlangius merlangus,2,237.6257214
1631,Merlangius merlangus,3,296.8502715
1632,Merlangius merlangus,4,337.080292
1633,Merlangius merlangus,5,362.173913
1634,Merlangius merlangus,6,375.3968254
1635,Merlangius merlangus,7,410
1636,Merlangius merlangus,8,453.3333333
1637,Merlangius merlangus,1,172.8761905
1638,Merlangius merlangus,2,243.07393
1639,Merlangius merlangus,3,297.6092715
1640,Merlangius merlangus,4,337.1
1641,Merlangius merlangus,5,365.8661417
1642,Merlangius merlangus,6,371.5238095
1643,Merlangius merlangus,7,407.2727273
1644,Merlangius merlangus,8,384.4444444
1645,Merlangius merlangus,9,456.6666667
1646,Merlangius merlangus,1,169.6078431
1647,Merlangius merlangus,2,244.5199216
1648,Merlangius merlangus,3,302.4632768
1649,Merlangius merlangus,4,345.6396149
1650,Merlangius merlangus,5,362.7777778
1651,Merlangius merlangus,6,396.4748201
1652,Merlangius merlangus,7,420
1653,Merlangius merlangus,8,437.1428571
1654,Merlangius merlangus,1,182.0052961
1655,Merlangius merlangus,2,251.0193826
1656,Merlangius merlangus,3,308.1207802
1657,Merlangius merlangus,4,341.9726563
1658,Merlangius merlangus,5,367.1856287
1659,Merlangius merlangus,6,402.1634615
1660,Merlangius merlangus,7,382.7586207
1661,Merlangius merlangus,8,390
1662,Merlangius merlangus,9,430
1663,Merlangius merlangus,13,580
1664,Merlangius merlangus,1,166.1840745
1665,Merlangius merlangus,2,237.4143836
1666,Merlangius merlangus,3,297.6847826
1667,Merlangius merlangus,4,339.6808511
1668,Merlangius merlangus,5,359.4759825
1669,Merlangius merlangus,6,374.6502058
1670,Merlangius merlangus,7,399.2592593
1671,Merlangius merlangus,8,463.3333333
1672,Merlangius merlangus,9,440
1673,Merlangius merlangus,1,168.6923467
1674,Merlangius merlangus,2,223.3375157
1675,Merlangius merlangus,3,287.3360242
1676,Merlangius merlangus,4,333.6351706
1677,Merlangius merlangus,5,375.7553957
1678,Merlangius merlangus,6,438.75
1679,Merlangius merlangus,7,395.7142857
1680,Merlangius merlangus,8,354.1666667
1681,Merlangius merlangus,9,402.5
1682,Merlangius merlangus,10,300
1683,Merlangius merlangus,1,179.0690939
1684,Merlangius merlangus,2,240.4362579
1685,Merlangius merlangus,3,293.0803975
1686,Merlangius merlangus,4,325.4514768
1687,Merlangius merlangus,5,349.8701299
1688,Merlangius merlangus,6,364.6938776
1689,Merlangius merlangus,7,373.8888889
1690,Merlangius merlangus,8,381.1111111
1691,Merlangius merlangus,9,337.5
1692,Merlangius merlangus,1,165.2512563
1693,Merlangius merlangus,2,230.4217791
1694,Merlangius merlangus,3,291.3860717
1695,Merlangius merlangus,4,329.8222222
1696,Merlangius merlangus,5,353.6741214
1697,Merlangius merlangus,6,385.2083333
1698,Merlangius merlangus,7,420
1699,Merlangius merlangus,8,310
1700,Merlangius merlangus,1,168.0409933
1701,Merlangius merlangus,2,236.6795553
1702,Merlangius merlangus,3,281.4756175
1703,Merlangius merlangus,4,314.2639594
1704,Merlangius merlangus,5,334.5833333
1705,Merlangius merlangus,6,358.989899
1706,Merlangius merlangus,7,323
1707,Merlangius merlangus,8,370
1708,Merlangius merlangus,1,168.4725537
1709,Merlangius merlangus,2,230.3217436
1710,Merlangius merlangus,3,277.9153605
1711,Merlangius merlangus,4,309.6754564
1712,Merlangius merlangus,5,341.5406162
1713,Merlangius merlangus,6,357.0769231
1714,Merlangius merlangus,7,373.6842105
1715,Merlangius merlangus,8,343.3333333
1716,Merlangius merlangus,9,390
1717,Merlangius merlangus,1,172.8478261
1718,Merlangius merlangus,2,242.4086279
1719,Merlangius merlangus,3,284.4569939
1720,Merlangius merlangus,4,319.56778
1721,Merlangius merlangus,5,331.5140845
1722,Merlangius merlangus,6,345.4929577
1723,Merlangius merlangus,7,361.4285714
1724,Merlangius merlangus,8,410
1726,Merlangius merlangus,1,173.5376045
1727,Merlangius merlangus,2,244.240413
1728,Merlangius merlangus,3,300.4583836
1729,Merlangius merlangus,4,320.7249071
1730,Merlangius merlangus,5,335.408805
1731,Merlangius merlangus,6,331.7391304
1732,Merlangius merlangus,7,345
1733,Merlangius merlangus,8,320
1734,Merlangius merlangus,1,173.030303
1735,Merlangius merlangus,2,244.0126883
1736,Merlangius merlangus,3,298.1672241
1737,Merlangius merlangus,4,331.7333333
1738,Merlangius merlangus,5,346.7378049
1739,Merlangius merlangus,6,350
1740,Merlangius merlangus,7,341.6666667
1741,Merlangius merlangus,8,337.1428571
1742,Merlangius merlangus,9,520
1743,Merlangius merlangus,1,165.8131488
1744,Merlangius merlangus,2,234.6621622
1745,Merlangius merlangus,3,282.0982143
1746,Merlangius merlangus,4,323.5057471
1747,Merlangius merlangus,5,341.3836478
1748,Merlangius merlangus,6,357.4166667
1749,Merlangius merlangus,7,390
1750,Merlangius merlangus,8,350
1751,Merlangius merlangus,9,360
1752,Merlangius merlangus,1,162.0286086
1753,Merlangius merlangus,2,237.7948113
1754,Merlangius merlangus,3,285.890411
1755,Merlangius merlangus,4,321.1590296
1756,Merlangius merlangus,5,348.3802817
1757,Merlangius merlangus,6,343.7704918
1758,Merlangius merlangus,7,372.3529412
1759,Merlangius merlangus,8,390
1760,Merlangius merlangus,9,420
1761,Merlangius merlangus,1,156.1698957
1762,Merlangius merlangus,2,239.16826
1763,Merlangius merlangus,3,294.7461929
1764,Merlangius merlangus,4,327.971831
1765,Merlangius merlangus,5,345.6934307
1766,Merlangius merlangus,6,359.2156863
1767,Merlangius merlangus,7,325.4545455
1768,Merlangius merlangus,8,348.75
1769,Merlangius merlangus,9,530
1770,Merlangius merlangus,10,320
1771,Merlangius merlangus,1,153.345602
1772,Merlangius merlangus,2,236.8717694
1773,Merlangius merlangus,3,288.6327543
1774,Merlangius merlangus,4,323.7270833
1775,Merlangius merlangus,5,337.1502347
1776,Merlangius merlangus,6,357.7848101
1777,Merlangius merlangus,7,365.826087
1778,Merlangius merlangus,8,357.5
1779,Merlangius merlangus,9,430
1780,Merlangius merlangus,10,390
1781,Merlangius merlangus,1,158.370319
1782,Merlangius merlangus,2,222.4817518
1783,Merlangius merlangus,3,278.4047619
1784,Merlangius merlangus,4,312.1242485
1785,Merlangius merlangus,5,341.302521
1786,Merlangius merlangus,6,337.7777778
1787,Merlangius merlangus,7,359.6296296
1788,Merlangius merlangus,8,361.1111111
1789,Merlangius merlangus,9,335
1790,Merlangius merlangus,11,330
1791,Merlangius merlangus,1,161.160221
1792,Merlangius merlangus,2,227.0086527
1793,Merlangius merlangus,3,277.0095694
1794,Merlangius merlangus,4,298.6327078
1795,Merlangius merlangus,5,327.2961373
1796,Merlangius merlangus,6,328.0487805
1797,Merlangius merlangus,7,319.6296296
1798,Merlangius merlangus,8,337.5
1799,Merlangius merlangus,10,340
1800,Merlangius merlangus,1,164.5539617
1801,Merlangius merlangus,2,231.2583026
1802,Merlangius merlangus,3,280.8184874
1803,Merlangius merlangus,4,309.7521368
1804,Merlangius merlangus,5,330.2456897
1805,Merlangius merlangus,6,335.9597315
1806,Merlangius merlangus,7,345.0350877
1807,Merlangius merlangus,8,344.9310345
1808,Merlangius merlangus,9,321
1809,Merlangius merlangus,10,340.4
1810,Merlangius merlangus,11,334
1811,Merlangius merlangus,12,340
1812,Merlangius merlangus,1,155.0077473
1813,Merlangius merlangus,2,226.5241935
1814,Merlangius merlangus,3,276.8936567
1815,Merlangius merlangus,4,292.6437008
1816,Merlangius merlangus,5,313.7828054
1817,Merlangius merlangus,6,315.2777778
1818,Merlangius merlangus,7,329.2391304
1819,Merlangius merlangus,8,329.5869565
1820,Merlangius merlangus,9,333.7368421
1821,Merlangius merlangus,10,322.8333333
1822,Merlangius merlangus,11,337.75
1823,Merlangius merlangus,1,151.1772575
1824,Merlangius merlangus,2,223.5612903
1825,Merlangius merlangus,3,280.3034648
1826,Merlangius merlangus,4,314.6607143
1827,Merlangius merlangus,5,323.11
1828,Merlangius merlangus,6,336.2238806
1829,Merlangius merlangus,7,335.25
1830,Merlangius merlangus,8,329.1
1831,Merlangius merlangus,9,310.25
1832,Merlangius merlangus,1,155.7466019
1833,Merlangius merlangus,2,219.5675676
1834,Merlangius merlangus,3,269.7130542
1835,Merlangius merlangus,4,307.9755435
1836,Merlangius merlangus,5,324.9051919
1837,Merlangius merlangus,6,327.960396
1838,Merlangius merlangus,7,335.5625
1839,Merlangius merlangus,8,374.2
1840,Merlangius merlangus,9,313.25
1841,Merlangius merlangus,10,321
1842,Merlangius merlangus,11,305
1843,Merlangius merlangus,1,165.5984329
1844,Merlangius merlangus,2,215.5363372
1845,Merlangius merlangus,3,262.4698492
1846,Merlangius merlangus,4,295.4566787
1847,Merlangius merlangus,5,322.1809291
1848,Merlangius merlangus,6,325.9945652
1849,Merlangius merlangus,7,325.1621622
1850,Merlangius merlangus,8,335.7333333
1851,Merlangius merlangus,9,328.5
1852,Merlangius merlangus,10,290
1853,Merlangius merlangus,11,285
1854,Merlangius merlangus,1,158.3619529
1855,Merlangius merlangus,2,214.0659824
1856,Merlangius merlangus,3,266.5081433
1857,Merlangius merlangus,4,293.1088235
1858,Merlangius merlangus,5,318.744382
1859,Merlangius merlangus,6,337.2194093
1860,Merlangius merlangus,7,339.2988506
1861,Merlangius merlangus,8,342.5454545
1862,Merlangius merlangus,9,320.5555556
1863,Merlangius merlangus,10,319
1864,Merlangius merlangus,1,165.9647668
1865,Merlangius merlangus,2,223.379616
1866,Merlangius merlangus,3,276.2422535
1867,Merlangius merlangus,4,305.6237113
1868,Merlangius merlangus,5,318.3984064
1869,Merlangius merlangus,6,327.3031915
1870,Merlangius merlangus,7,327.5785124
1871,Merlangius merlangus,8,332.2285714
1872,Merlangius merlangus,9,345.1666667
1873,Merlangius merlangus,10,320
1874,Merlangius merlangus,11,244
1875,Merlangius merlangus,1,162.4460641
1876,Merlangius merlangus,2,228.9778206
1877,Merlangius merlangus,3,278.8993289
1878,Merlangius merlangus,4,313.4517544
1879,Merlangius merlangus,5,327.5952381
1880,Merlangius merlangus,6,331.4753363
1881,Merlangius merlangus,7,337.4411765
1882,Merlangius merlangus,8,340.745283
1883,Merlangius merlangus,9,340.2121212
1884,Merlangius merlangus,10,322
1885,Merlangius merlangus,12,290
1887,Merlangius merlangus,1,166.7587464
1888,Merlangius merlangus,2,226.9752809
1889,Merlangius merlangus,3,293.0568182
1890,Merlangius merlangus,4,324.4318841
1891,Merlangius merlangus,5,347.6901408
1892,Merlangius merlangus,6,348.1625
1893,Merlangius merlangus,7,340.744186
1894,Merlangius merlangus,8,347.3977273
1895,Merlangius merlangus,9,340.1489362
1896,Merlangius merlangus,10,314
1897,Merlangius merlangus,11,327.3333333
1898,Merlangius merlangus,1,160.0917823
1899,Merlangius merlangus,2,244.6167147
1900,Merlangius merlangus,3,281.1083744
1901,Merlangius merlangus,4,310.7312253
1902,Merlangius merlangus,5,337.858156
1903,Merlangius merlangus,6,349.4285714
1904,Merlangius merlangus,7,333.2
1905,Merlangius merlangus,8,334.9111111
1906,Merlangius merlangus,9,337.137931
1907,Merlangius merlangus,10,351
1908,Merlangius merlangus,11,329.5
1909,Merlangius merlangus,13,318
1910,Merlangius merlangus,1,168.4926108
1911,Merlangius merlangus,2,243.0473186
1912,Merlangius merlangus,3,307.6633941
1913,Merlangius merlangus,4,329.0703364
1914,Merlangius merlangus,5,342.8427948
1915,Merlangius merlangus,6,349.7238095
1916,Merlangius merlangus,7,353.125
1917,Merlangius merlangus,8,338.4545455
1918,Merlangius merlangus,9,347.8235294
1919,Merlangius merlangus,10,329.6153846
1920,Merlangius merlangus,11,393.3333333
1921,Merlangius merlangus,12,340
1922,Merlangius merlangus,1,160.7692308
1923,Merlangius merlangus,2,238.9949385
1924,Merlangius merlangus,3,299.4845041
1925,Merlangius merlangus,4,339.165088
1926,Merlangius merlangus,5,375.1563518
1927,Merlangius merlangus,6,382.7376238
1928,Merlangius merlangus,7,393.1145833
1929,Merlangius merlangus,8,386.9487179
1930,Merlangius merlangus,9,396.9
1931,Merlangius merlangus,10,366.1333333
1932,Merlangius merlangus,11,338.0625
1933,Merlangius merlangus,12,327
1934,Merlangius merlangus,1,164.5021459
1935,Merlangius merlangus,2,232.6920152
1936,Merlangius merlangus,3,289.1525157
1937,Merlangius merlangus,4,323.2839196
1938,Merlangius merlangus,5,358.9380531
1939,Merlangius merlangus,6,372.9714286
1940,Merlangius merlangus,7,369.5490196
1941,Merlangius merlangus,8,398.3636364
1942,Merlangius merlangus,9,359
1943,Merlangius merlangus,10,388
1944,Merlangius merlangus,11,351
1945,Merlangius merlangus,1,163.0944541
1946,Merlangius merlangus,2,228.0634633
1947,Merlangius merlangus,3,283.3384895
1948,Merlangius merlangus,4,329.116643
1949,Merlangius merlangus,5,370.3852691
1950,Merlangius merlangus,6,378.110687
1951,Merlangius merlangus,7,384.7972973
1952,Merlangius merlangus,8,378.7407407
1953,Merlangius merlangus,9,377.1
1954,Merlangius merlangus,10,370.5
1955,Merlangius merlangus,1,153.0258112
1956,Merlangius merlangus,2,225.9815745
1957,Merlangius merlangus,3,281.8627451
1958,Merlangius merlangus,4,323.6589147
1959,Merlangius merlangus,5,362.3498623
1960,Merlangius merlangus,6,394.4491018
1961,Merlangius merlangus,7,389.3736264
1962,Merlangius merlangus,8,405.1111111
1963,Merlangius merlangus,9,433.5714286
1964,Merlangius merlangus,10,410
1965,Merlangius merlangus,11,360
1966,Merlangius merlangus,1,166.8912237
1967,Merlangius merlangus,2,239.3367089
1968,Merlangius merlangus,3,283.8220339
1969,Merlangius merlangus,4,329.5174825
1970,Merlangius merlangus,5,355.1709402
1971,Merlangius merlangus,6,380.069869
1972,Merlangius merlangus,7,384.1477273
1973,Merlangius merlangus,8,416.1481481
1974,Merlangius merlangus,9,446.6666667
1975,Merlangius merlangus,10,500
1976,Merlangius merlangus,12,460
1977,Merlangius merlangus,1,149.5253304
1978,Merlangius merlangus,2,227.6008448
1979,Merlangius merlangus,3,299.6882641
1980,Merlangius merlangus,4,349.0628415
1981,Merlangius merlangus,5,370.7831858
1982,Merlangius merlangus,6,375.5336788
1983,Merlangius merlangus,7,392.1153846
1984,Merlangius merlangus,8,393
1985,Merlangius merlangus,9,365.25
1986,Merlangius merlangus,1,161.5849257
1987,Merlangius merlangus,2,244.8042959
1988,Merlangius merlangus,3,310.5269017
1989,Merlangius merlangus,4,359.9955357
1990,Merlangius merlangus,5,379.4382979
1991,Merlangius merlangus,6,388.896
1992,Merlangius merlangus,7,399.009901
1993,Merlangius merlangus,8,410.9130435
1994,Merlangius merlangus,9,385.4285714
1995,Merlangius merlangus,10,496.6666667
1996,Merlangius merlangus,1,151.8676923
1997,Merlangius merlangus,2,232.3118503
1998,Merlangius merlangus,3,298.3001083
1999,Merlangius merlangus,4,341.5
2000,Merlangius merlangus,5,369.8628049
2001,Merlangius merlangus,6,387.0337079
2002,Merlangius merlangus,7,394.1607143
2003,Merlangius merlangus,8,375.2173913
2004,Merlangius merlangus,9,418.6
2005,Merlangius merlangus,10,339
2006,Merlangius merlangus,1,160.6688009
2007,Merlangius merlangus,2,231.6396648
2008,Merlangius merlangus,3,291.2227626
2009,Merlangius merlangus,4,326.4935065
2010,Merlangius merlangus,5,350.7563636
2011,Merlangius merlangus,6,360.5087719
2012,Merlangius merlangus,7,381.8275862
2013,Merlangius merlangus,8,367.5555556
2014,Merlangius merlangus,9,389.5
2015,Merlangius merlangus,11,388
2016,Merlangius merlangus,1,156.564141
2017,Merlangius merlangus,2,218.529522
2018,Merlangius merlangus,3,291.0729614
2019,Merlangius merlangus,4,328.2375
2020,Merlangius merlangus,5,349.8395062
2021,Merlangius merlangus,6,363.6727273
2022,Merlangius merlangus,7,384.71875
2023,Merlangius merlangus,8,387.5
2024,Merlangius merlangus,9,412
2025,Merlangius merlangus,10,480
2026,Merlangius merlangus,1,161.079878
2027,Merlangius merlangus,2,242.5185185
2028,Merlangius merlangus,3,306.3337104
2029,Merlangius merlangus,4,347.4093567
2030,Merlangius merlangus,5,369.0811404
2031,Merlangius merlangus,6,370.9636364
2032,Merlangius merlangus,7,377.1833333
2033,Merlangius merlangus,8,393.4615385
2034,Merlangius merlangus,9,359.3333333
2035,Merlangius merlangus,10,530
2036,Pleuronectes platessa,2,199.1428571
2037,Pleuronectes platessa,3,264.5945946
2038,Pleuronectes platessa,4,278.5714286
2039,Pleuronectes platessa,5,268.1818182
2040,Pleuronectes platessa,6,342.5
2041,Pleuronectes platessa,7,400
2042,Pleuronectes platessa,13,490
2043,Pleuronectes platessa,1,131.6666667
2044,Pleuronectes platessa,2,199.8557692
2045,Pleuronectes platessa,3,253.8753388
2046,Pleuronectes platessa,4,280.8831909
2047,Pleuronectes platessa,5,301.4179104
2048,Pleuronectes platessa,6,333.2258065
2049,Pleuronectes platessa,7,355.8823529
2050,Pleuronectes platessa,9,443.3333333
2051,Pleuronectes platessa,1,119.375
2052,Pleuronectes platessa,2,193.3333333
2053,Pleuronectes platessa,3,252.7384615
2054,Pleuronectes platessa,4,278.8284519
2055,Pleuronectes platessa,5,299.2631579
2056,Pleuronectes platessa,6,313.5632184
2057,Pleuronectes platessa,7,349.0909091
2058,Pleuronectes platessa,8,395.4545455
2059,Pleuronectes platessa,9,420
2060,Pleuronectes platessa,11,610
2061,Pleuronectes platessa,12,510
2062,Pleuronectes platessa,17,520
2063,Pleuronectes platessa,1,101.8181818
2064,Pleuronectes platessa,2,202.9874214
2065,Pleuronectes platessa,3,247.6696165
2066,Pleuronectes platessa,4,290.8609272
2067,Pleuronectes platessa,5,312.125
2068,Pleuronectes platessa,6,320
2069,Pleuronectes platessa,7,341.5
2070,Pleuronectes platessa,8,390
2071,Pleuronectes platessa,9,360
2072,Pleuronectes platessa,10,400
2073,Pleuronectes platessa,13,300
2074,Pleuronectes platessa,1,110
2075,Pleuronectes platessa,2,199.3577982
2076,Pleuronectes platessa,3,261.4106583
2077,Pleuronectes platessa,4,304.1401274
2078,Pleuronectes platessa,5,323.9583333
2079,Pleuronectes platessa,6,325
2080,Pleuronectes platessa,7,340.5555556
2081,Pleuronectes platessa,2,209.2277992
2082,Pleuronectes platessa,3,254.1825095
2083,Pleuronectes platessa,4,299.5588235
2084,Pleuronectes platessa,5,322.1153846
2085,Pleuronectes platessa,6,360
2086,Pleuronectes platessa,7,330
2087,Pleuronectes platessa,8,350
2088,Pleuronectes platessa,11,360
2089,Pleuronectes platessa,1,65.71428571
2090,Pleuronectes platessa,2,212.3381295
2091,Pleuronectes platessa,3,248.0864198
2092,Pleuronectes platessa,4,291.1111111
2093,Pleuronectes platessa,5,311.5909091
2094,Pleuronectes platessa,6,345
2095,Pleuronectes platessa,7,400
2096,Pleuronectes platessa,8,336
2097,Pleuronectes platessa,9,360
2098,Pleuronectes platessa,10,355
2099,Pleuronectes platessa,13,490
2100,Pleuronectes platessa,17,470
2101,Pleuronectes platessa,22,480
2102,Pleuronectes platessa,1,102.2222222
2103,Pleuronectes platessa,2,183.8356164
2104,Pleuronectes platessa,3,238.5648148
2105,Pleuronectes platessa,4,292.0930233
2106,Pleuronectes platessa,5,319.2156863
2107,Pleuronectes platessa,6,345.8333333
2108,Pleuronectes platessa,7,366
2109,Pleuronectes platessa,8,410
2110,Pleuronectes platessa,12,413.3333333
2111,Pleuronectes platessa,1,95.54054054
2112,Pleuronectes platessa,2,200.3535354
2113,Pleuronectes platessa,3,237.1394231
2114,Pleuronectes platessa,4,276.6101695
2115,Pleuronectes platessa,5,287.3333333
2116,Pleuronectes platessa,6,333.3333333
2117,Pleuronectes platessa,7,263.3333333
2118,Pleuronectes platessa,8,330
2119,Pleuronectes platessa,1,114.0384615
2120,Pleuronectes platessa,2,175.8726899
2121,Pleuronectes platessa,3,240.5292479
2122,Pleuronectes platessa,4,283.3928571
2123,Pleuronectes platessa,5,307.6470588
